fecha,region,categoria,producto,unidades,precio,descuento,canal
2024-03-27,Bogota,Hogar,Aspiradora,4,671223,0.07,App Movil
2024-09-06,Cali,Hogar,Plancha,5,128139,0.08,Distribuidores
22/01/2024,Barranquilla,Ropa,Camiseta,6,50896,0.15,Tienda Fisica
2024-12-24,Bucaramanga,Deportes,Bicicleta,17,1971759,0.04,App Movil
2024-11-10,Barranquilla,Electronica,Tablet,13,1510885,0.17,Catalogo
2024-06-03,Bucaramanga,Ropa,Chaqueta,1,154462,0.13,App Movil
2024-08-03,Cali,Hogar,Aspiradora,12,-660349,0.28,Catalogo
2024-12-17,Cali,Ropa,Camiseta,12,41181,0.1,App Movil
2024-06-19,Medellin,Electronica,Smartwatch,12,829203,0.28,Tienda Fisica
2024-09-11,Bucaramanga,Alimentos,Aceite de Oliva,8,28428,0.09,E-commerce
2024-03-21,Bogota,Deportes,Tenis,12,276876,,Distribuidores
18/06/2024,Cali,Ropa,Zapatos,19,214173,0.3,Distribuidores
2024-06-23,Barranquilla,Hogar,Microondas,3,454638,0.18,E-commerce
2024-10-05,Barranquilla,Ropa,Zapatos,19,225632,0.14,Distribuidores
02/01/2024,Bogota,Hogar,Microondas,15,448717,0.19,Distribuidores
2024-11-26,Medellin,Deportes,Bicicleta,5,1902240,0.31,Catalogo
05/10/2024,Cali,Alimentos,Aceite de Oliva,15,27127,0.29,Distribuidores
2024-05-08,Medellin,Ropa,Chaqueta,7,156622,0.26,Tienda Fisica
2024-02-07,Cali,Ropa,Vestido,15,118222,0.13,Catalogo
2024-02-21,Barranquilla,Electronica,Tablet,15,1588382,0.13,Distribuidores
2024-10-22,Medellin,Alimentos,Snack Saludable,2,12784,0.27,Tienda Fisica
2024-01-07,Barranquilla,Alimentos,Snack Saludable,4,12101,0.13,Catalogo
2024-09-07,Cali,Hogar,Aspiradora,6,739064,0.32,E-commerce
2024-09-10,Cali,Deportes,Pesas,10,93522,0.2,Distribuidores
2024-06-30,Barranquilla,Electronica,Camara,10,2205215,0.12,Tienda Fisica
2024-03-12,Medellin,Deportes,Colchoneta,3,72153,0.21,Distribuidores
2024-08-02,Cali,Deportes,Pesas,13,92141,0.06,Distribuidores
2024-02-15,Bucaramanga,Deportes,Colchoneta,20,85995,0.14,Tienda Fisica
2024-12-25,Barranquilla,Ropa,Chaqueta,8,180956,0.28,Tienda Fisica
2024-03-08,Bogota,Alimentos,Snack Saludable,11,13042,0.06,Distribuidores
2024-02-29,Bogota,Hogar,Aspiradora,5,629257,0.21,App Movil
2024-04-27,Barranquilla,Alimentos,Proteina,12,89017,0.26,Catalogo
2024-02-07,Barranquilla,Alimentos,Snack Saludable,15,13093,0.1,App Movil
2024-07-20,Bucaramanga,Electronica,Laptop,16,3002872,0.13,App Movil
2024-11-01,Bogota,Ropa,Vestido,5,122116,0.22,Tienda Fisica
2024-11-26,Bucaramanga,Alimentos,Proteina,10,90773,0.09,Tienda Fisica
2024-07-21,Cali,Hogar,Licuadora,14,191497,0.25,E-commerce
2024-06-07,Bucaramanga,Hogar,Microondas,14,482547,0.34,E-commerce
2024-05-10,Cali,Hogar,Microondas,4,378812,0.26,Distribuidores
2024-11-25,Bucaramanga,Deportes,Pesas,18,104378,0.35,E-commerce
2024-01-06,Barranquilla,Ropa,Vestido,17,146447,0.2,Catalogo
2024-08-20,Bucaramanga,Deportes,Pesas,14,102171,0.32,Distribuidores
2024-07-29,Barranquilla,Deportes,Cuerda,3,23283,0.11,App Movil
07/03/2024,Bogota,Deportes,Bicicleta,2,1667667,0.02,Catalogo
24/07/2024,Bucaramanga,Deportes,Cuerda,14,25898,0.28,App Movil
2024-07-24,Bucaramanga,Deportes,Cuerda,13,27941,0.26,Tienda Fisica
2024-11-09,Bucaramanga,Alimentos,Snack Saludable,18,11698,0.23,Tienda Fisica
2024-04-02,Barranquilla,Deportes,Cuerda,14,25950,,App Movil
2024-06-13,Bogota,Alimentos,Snack Saludable,11,12783,0.11,Tienda Fisica
2024-07-03,Bogota,Deportes,Colchoneta,1,85181,0.16,Tienda Fisica
2024-10-26,Barranquilla,Ropa,Chaqueta,4,170993,0.17,Distribuidores
2024-06-10,Bogota,Deportes,Tenis,4,289438,0.22,Catalogo
2024-03-28,Medellin,Deportes,Tenis,20,261990,0.2,Catalogo
2024-01-28,Medellin,Electronica,Laptop,5,3575002,0.29,App Movil
2024-08-13,Bogota,Ropa,Camiseta,15,40673,0.05,App Movil
2024-01-07,Cali,Ropa,Zapatos,13,240854,0.25,Catalogo
2024-10-30,Bucaramanga,Deportes,Bicicleta,14,1918100,0.05,Tienda Fisica
2024-01-10,Cali,Ropa,Camiseta,8,51523,0.18,Catalogo
2024-12-29,Bogota,Ropa,Chaqueta,14,147472,0.31,Distribuidores
2024-10-10,Medellin,Deportes,Colchoneta,14,79967,0.13,E-commerce
2024-06-21,Cali,Alimentos,Cafe Premium,5,36607,0.26,Distribuidores
2024-05-03,Medellin,Alimentos,Granola,14,16207,0.12,Distribuidores
2024-02-16,Bucaramanga,Hogar,Cafetera,2,265334,,Distribuidores
2024-05-13,Barranquilla,Electronica,Audifonos,20,339988,0.32,E-commerce
2024-06-10,Barranquilla,Alimentos,Granola,9,18730,0.2,Distribuidores
03/07/2024,Medellin,Hogar,Licuadora,6,165908,0.1,Tienda Fisica
2024-05-28,Cali,Hogar,Licuadora,14,195234,,Distribuidores
2024-03-01,Medellin,Electronica,Camara,10,2157158,0.1,Catalogo
2024-01-21,Medellin,Ropa,Vestido,17,138174,,Catalogo
2024-08-16,Medellin,Deportes,Cuerda,15,24120,0.09,Catalogo
2024-08-29,Bucaramanga,Electronica,Tablet,3,1374030,0.08,Catalogo
2024-07-22,Bogota,Ropa,Camiseta,1,45672,0.03,Catalogo
24/10/2024,Bogota,Hogar,Cafetera,12,305426,0.09,Distribuidores
2024-03-09,Cali,Electronica,Tablet,11,1451032,0.15,Catalogo
07/08/2024,Cali,Ropa,Vestido,20,118957,0.34,App Movil
2024-01-09,Bogota,Deportes,Tenis,18,280794,0.01,App Movil
2024-11-24,Bucaramanga,Ropa,Chaqueta,18,157246,0.01,Catalogo
15/06/2024,Medellin,Electronica,Camara,7,2076283,0.09,Catalogo
2024-11-12,Barranquilla,Ropa,Jean,3,95872,0.04,Distribuidores
2024-02-02,Barranquilla,Deportes,Cuerda,20,28726,0.19,Catalogo
2024-12-03,Barranquilla,Ropa,Camiseta,1,46867,,Distribuidores
2024-03-05,Barranquilla,Alimentos,Cafe Premium,11,36653,0.28,E-commerce
2024-02-10,Barranquilla,Electronica,Audifonos,17,389037,0.16,E-commerce
2024-07-06,Bogota,Ropa,Zapatos,2,229365,0.07,Catalogo
2024-01-21,Cali,Ropa,Chaqueta,8,170677,0.12,E-commerce
2024-01-11,Barranquilla,Ropa,Chaqueta,12,178695,0.34,Tienda Fisica
2024-12-04,Cali,Alimentos,Proteina,1,90427,0.35,E-commerce
2024-05-02,Bogota,Ropa,Chaqueta,19,181878,,E-commerce
2024-02-22,Bucaramanga,Electronica,Audifonos,9,365630,0.2,Distribuidores
2024-12-01,Bogota,Alimentos,Aceite de Oliva,16,28448,0.2,E-commerce
2024-10-27,Medellin,Alimentos,Proteina,4,94216,0.22,Catalogo
2024-03-17,Cali,Ropa,Camiseta,11,51566,0.22,Tienda Fisica
2024-04-20,Barranquilla,Hogar,Microondas,19,480544,0.18,Distribuidores
2024-02-12,Barranquilla,Alimentos,Cafe Premium,15,30254,0.09,E-commerce
2024-11-29,Medellin,Alimentos,Snack Saludable,14,12654,0.01,App Movil
2024-01-20,Bucaramanga,Alimentos,Granola,4,16619,0.23,App Movil
2024-06-23,Barranquilla,Hogar,Microondas,10,459431,0.05,App Movil
2024-02-02,Barranquilla,Alimentos,Cafe Premium,12,-32906,0.04,Catalogo
2024-06-18,Cali,Hogar,Aspiradora,7,739425,0.22,Distribuidores
13/02/2024,Barranquilla,Deportes,Colchoneta,14,82009,0.05,App Movil
2024-03-22,Bogota,Electronica,Smartwatch,17,800677,0.27,Distribuidores
2024-12-29,Medellin,Ropa,Jean,18,101990,0.11,App Movil
2024-07-22,Bogota,Deportes,Tenis,10,293703,,Tienda Fisica
2024-01-01,Bucaramanga,Ropa,Zapatos,6,246561,0.22,Catalogo
2024-07-16,Cali,Deportes,Tenis,16,300445,0.13,E-commerce
2024-10-19,Barranquilla,Hogar,Microondas,14,382583,0.26,E-commerce
2024-03-21,Cali,Electronica,Laptop,2,3052017,0.3,App Movil
2024-11-20,Barranquilla,Electronica,Laptop,2,2882837,0.27,Distribuidores
2024-12-10,Cali,Hogar,Microondas,20,438090,0.2,App Movil
2024-08-28,Cali,Hogar,Licuadora,20,193172,,Distribuidores
15/10/2024,Barranquilla,Alimentos,Cafe Premium,14,29648,0.03,Distribuidores
2024-10-18,Cali,Hogar,Plancha,18,133012,0.11,Catalogo
2024-12-19,Bucaramanga,Deportes,Cuerda,12,28736,0.17,E-commerce
2024-07-21,Medellin,Hogar,Aspiradora,15,636379,0.26,Distribuidores
2024-03-21,Barranquilla,Ropa,Zapatos,9,251454,0.27,Tienda Fisica
2024-07-17,Bucaramanga,Electronica,Laptop,18,3140901,0.1,Catalogo
2024-11-01,Bogota,Hogar,Aspiradora,10,664715,0.2,App Movil
2024-07-09,Cali,Ropa,Camiseta,4,45009,0.34,E-commerce
2024-05-26,Bogota,Ropa,Vestido,14,143200,0.32,App Movil
2024-04-11,Barranquilla,Hogar,Licuadora,17,191970,,Tienda Fisica
2024-09-06,Bogota,Alimentos,Proteina,7,-83307,,Distribuidores
2024-06-05,Medellin,Alimentos,Cafe Premium,20,35373,0.28,Distribuidores
2024-10-31,Cali,Alimentos,Granola,20,19868,0.31,Catalogo
2024-08-07,Cali,Electronica,Audifonos,3,338008,0.34,App Movil
2024-07-06,Bogota,Hogar,Licuadora,9,196706,0.22,Catalogo
2024-10-22,Cali,Hogar,Aspiradora,6,665968,0.18,E-commerce
2024-03-30,Barranquilla,Alimentos,Cafe Premium,1,30414,0.23,Catalogo
2024-11-04,Cali,Electronica,Smartwatch,3,729806,0.15,Distribuidores
2024-03-08,Bucaramanga,Hogar,Plancha,16,115290,0.17,App Movil
2024-07-07,Bucaramanga,Deportes,Pesas,15,103774,,Catalogo
2024-10-16,Bucaramanga,Deportes,Cuerda,9,23777,0.25,Distribuidores
2024-10-02,Medellin,Electronica,Tablet,15,1489129,0.33,Catalogo
2024-09-26,Bogota,Alimentos,Granola,20,16790,0.13,Distribuidores
01/10/2024,Bogota,Ropa,Vestido,19,139279,0.28,E-commerce
2024-07-28,Bucaramanga,Hogar,Microondas,9,447363,0.1,App Movil
2024-06-25,Cali,Alimentos,Aceite de Oliva,18,25258,0.32,Catalogo
